Guideline,Section,Topic,Identifier,Revision,Updated,All,OS,P,S,TS,ML1,ML2,ML3,Description,Responsible Entity,Implementation Status,Implementation Comments
Guidelines for Personnel Security,Access to systems and their resources,System access requirements,ISM-0435,3,45523,Yes,Yes,Yes,Yes,Yes,No,No,No,Personnel receive any necessary briefings before being granted access to a system and its resources.,,,
Guidelines for Personnel Security,Access to systems and their resources,System access requirements,ISM-1865,0,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,Personnel agree to abide by usage policies associated with a system and its resources before being granted access to the system and its resources.,,,
Guidelines for Personnel Security,Access to systems and their resources,User identification,ISM-0414,4,45523,Yes,Yes,Yes,Yes,Yes,No,No,No,Personnel granted access to a system and its resources are uniquely identifiable.,,,
Guidelines for Personnel Security,Access to systems and their resources,User identification,ISM-0415,3,45523,Yes,Yes,Yes,Yes,Yes,No,No,No,"The use of shared user accounts is strictly controlled, and personnel using such accounts are uniquely identifiable.",,,
Guidelines for Personnel Security,Access to systems and their resources,User identification,ISM-1583,0,45524,Yes,Yes,Yes,Yes,Yes,No,No,No,Personnel who are contractors are identified as such.,,,
Guidelines for Personnel Security,Access to systems and their resources,User identification,ISM-0420,11,45647,No,No,No,Yes,Yes,No,No,No,"Where a system processes, stores or communicates AUSTEO, AGAO or REL data, personnel who are foreign nationals are identified as such, including by their specific nationality.",,,
Guidelines for Personnel Security,Access to systems and their resources,Unprivileged access to systems,ISM-0405,7,45647,Yes,Yes,Yes,Yes,Yes,No,No,No,"Requests for unprivileged access to systems, applications and data repositories are validated when first requested.",,,
Guidelines for Personnel Security,Access to systems and their resources,Unprivileged access to systems,ISM-1852,0,45466,Yes,Yes,Yes,Yes,Yes,No,No,No,"Unprivileged access to systems, applications and data repositories is limited to only what is required for users and services to undertake their duties.",,,
Guidelines for Personnel Security,Access to systems and their resources,Unprivileged access to systems,ISM-1566,3,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,Use of unprivileged access is centrally logged.,,,
Guidelines for Personnel Security,Access to systems and their resources,Unprivileged access to systems by foreign nationals,ISM-0409,8,45465,No,No,No,Yes,Yes,No,No,No,"Foreign nationals, including seconded foreign nationals, do not have access to systems that process, store or communicate AUSTEO or REL data unless effective controls are in place to ensure such data is not accessible to them.",,,
Guidelines for Personnel Security,Access to systems and their resources,Unprivileged access to systems by foreign nationals,ISM-0411,7,45465,No,No,No,Yes,Yes,No,No,No,"Foreign nationals, excluding seconded foreign nationals, do not have access to systems that process, store or communicate AGAO data unless effective controls are in place to ensure such data is not accessible to them.",,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-1507,3,45649,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Requests for privileged access to systems, applications and data repositories are validated when first requested.",,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-1508,3,45649,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Privileged access to systems, applications and data repositories is limited to only what is required for users and services to undertake their duties.",,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-1175,5,45649,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Privileged accounts (excluding those explicitly authorised to access online services) are prevented from accessing the internet, email and web services.",,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-1883,0,45649,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Privileged accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.,,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-1649,0,45556,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Just-in-time administration is used for administering systems and applications.,,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-0445,7,45558,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Privileged users are assigned a dedicated privileged account to be used solely for duties requiring privileged access.,,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-1263,4,45374,Yes,Yes,Yes,Yes,Yes,No,No,No,Unique privileged accounts are used for administering individual server applications.,,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-1509,3,45649,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Privileged access events are centrally logged.,,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems,ISM-1650,2,45649,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Privileged account and group management events are centrally logged.,,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems by foreign nationals,ISM-0446,5,45464,No,No,No,Yes,Yes,No,No,No,"Foreign nationals, including seconded foreign nationals, do not have privileged access to systems that process, store or communicate AUSTEO or REL data.",,,
Guidelines for Personnel Security,Access to systems and their resources,Privileged access to systems by foreign nationals,ISM-0447,4,45464,No,No,No,Yes,Yes,No,No,No,"Foreign nationals, excluding seconded foreign nationals, do not have privileged access to systems that process, store or communicate AGAO data.",,,
Guidelines for Personnel Security,Access to systems and their resources,Suspension of access to systems,ISM-0430,7,45554,Yes,Yes,Yes,Yes,Yes,No,No,No,"Access to systems, applications and data repositories is removed or suspended on the same day personnel no longer have a legitimate requirement for access.",,,
Guidelines for Personnel Security,Access to systems and their resources,Suspension of access to systems,ISM-1591,0,45524,Yes,Yes,Yes,Yes,Yes,No,No,No,"Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities.",,,
Guidelines for Personnel Security,Access to systems and their resources,Suspension of access to systems,ISM-1404,4,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,Unprivileged access to systems and applications is disabled after 45 days of inactivity.,,,
Guidelines for Personnel Security,Access to systems and their resources,Suspension of access to systems,ISM-1648,1,45649,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Privileged access to systems and applications is disabled after 45 days of inactivity.,,,
Guidelines for Personnel Security,Access to systems and their resources,Suspension of access to systems,ISM-1716,1,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,Access to data repositories is disabled after 45 days of inactivity.,,,
Guidelines for Personnel Security,Access to systems and their resources,Suspension of access to systems,ISM-1647,1,45649,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,"Privileged access to systems, applications and data repositories is disabled after 12 months unless revalidated.",,,
Guidelines for Personnel Security,Access to systems and their resources,Recording authorisation for personnel to access systems,ISM-0407,5,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,"A secure record is maintained for the life of each system covering the following for each user:
• their user identification
• their signed agreement to abide by usage policies for the system and its resources
• who provided authorisation for their access
• when their access was granted
• the level of access that they were granted
• when their access, and their level of access, was last reviewed
• when their level of access was changed, and to what extent (if applicable)
• when their access was withdrawn (if applicable).",,,
Guidelines for Personnel Security,Access to systems and their resources,Temporary access to systems,ISM-0441,8,45465,Yes,Yes,Yes,Yes,Yes,No,No,No,"When personnel are granted temporary access to a system, effective controls are put in place to restrict their access to only data required for them to undertake their duties.",,,
